id_cel,label,area,compacidade,excentricidade
2274,Negative for intraepithelial lesion,1148,0.0475,0.52
2275,Negative for intraepithelial lesion,789,0.069,1.09
2278,Negative for intraepithelial lesion,717,0.064,1.4
2279,Negative for intraepithelial lesion,1556,0.0528,2.29
228,Negative for intraepithelial lesion,19967,0.0132,0.54
2280,Negative for intraepithelial lesion,1449,0.0526,2.34
2281,Negative for intraepithelial lesion,973,0.0713,0.83
2283,Negative for intraepithelial lesion,727,0.0643,1.51
2284,Negative for intraepithelial lesion,1218,0.0434,0.78
2285,Negative for intraepithelial lesion,688,0.0494,1.76
2286,Negative for intraepithelial lesion,588,0.0617,1.33
2287,Negative for intraepithelial lesion,732,0.0743,0.22
2288,Negative for intraepithelial lesion,900,0.0709,0.59
229,Negative for intraepithelial lesion,22495,0.015,0.44
230,Negative for intraepithelial lesion,18056,0.0132,0.79
2307,Negative for intraepithelial lesion,11565,0.0137,0.72
2308,Negative for intraepithelial lesion,10997,0.0166,0.75
2309,Negative for intraepithelial lesion,1476,0.059,0.47
231,Negative for intraepithelial lesion,7357,0.0116,1.48
2310,Negative for intraepithelial lesion,13305,0.0106,0.26
2311,Negative for intraepithelial lesion,1113,0.0708,0.73
2312,Negative for intraepithelial lesion,4522,0.0131,1.13
2313,Negative for intraepithelial lesion,19363,0.0148,0.99
2314,Negative for intraepithelial lesion,24714,0.0135,0.79
2315,Negative for intraepithelial lesion,705,0.0745,0.73
2316,Negative for intraepithelial lesion,866,0.0671,0.56
2317,Negative for intraepithelial lesion,751,0.0714,0.59
2318,Negative for intraepithelial lesion,722,0.0679,0.74
2319,Negative for intraepithelial lesion,322,0.0632,1.46
2320,Negative for intraepithelial lesion,741,0.0678,0.78
2334,Negative for intraepithelial lesion,34837,0.0503,2.59
2335,Negative for intraepithelial lesion,317,0.0748,0.82
2336,Negative for intraepithelial lesion,7021,0.0232,2.44
2337,Negative for intraepithelial lesion,930,0.0642,1.02
2338,Negative for intraepithelial lesion,23679,0.0412,0.89
2339,Negative for intraepithelial lesion,9818,0.0226,1.2
2340,Negative for intraepithelial lesion,30453,0.047,0.89
2341,Negative for intraepithelial lesion,293,0.0749,1.0
2342,Negative for intraepithelial lesion,704,0.0683,0.65
2343,Negative for intraepithelial lesion,1272,0.0721,0.75
2344,Negative for intraepithelial lesion,405,0.0777,0.48
2345,Negative for intraepithelial lesion,351,0.073,1.03
2346,Negative for intraepithelial lesion,28979,0.0523,0.71
2349,Negative for intraepithelial lesion,270,0.0764,1.0
2350,Negative for intraepithelial lesion,573,0.0583,1.26
2351,Negative for intraepithelial lesion,2023,0.0129,1.88
2352,Negative for intraepithelial lesion,587,0.0741,0.84
2353,Negative for intraepithelial lesion,33777,0.0356,0.46
2354,Negative for intraepithelial lesion,3521,0.0112,3.66
2355,Negative for intraepithelial lesion,21202,0.0477,2.08
2361,Negative for intraepithelial lesion,20180,0.0316,0.82
2362,Negative for intraepithelial lesion,25150,0.0373,2.74
2363,Negative for intraepithelial lesion,10977,0.0401,3.24
2364,Negative for intraepithelial lesion,29016,0.0252,1.74
2365,Negative for intraepithelial lesion,28945,0.0288,1.17
2366,Negative for intraepithelial lesion,511,0.0544,0.77
2367,Negative for intraepithelial lesion,23394,0.0308,1.04
2368,Negative for intraepithelial lesion,4035,0.0386,1.0
2369,Negative for intraepithelial lesion,414,0.0769,0.4
2370,Negative for intraepithelial lesion,693,0.0433,1.87
2371,Negative for intraepithelial lesion,14483,0.0374,3.04
2372,Negative for intraepithelial lesion,380,0.0759,0.67
2373,Negative for intraepithelial lesion,15648,0.0157,0.85
2374,Negative for intraepithelial lesion,449,0.0746,0.45
2375,Negative for intraepithelial lesion,679,0.0704,1.15
2376,Negative for intraepithelial lesion,297,0.0772,0.5
2377,Negative for intraepithelial lesion,6373,0.0198,1.72
2378,Negative for intraepithelial lesion,737,0.0744,0.6
2379,Negative for intraepithelial lesion,35192,0.0257,0.47
2380,Negative for intraepithelial lesion,11232,0.0078,0.65
2381,Negative for intraepithelial lesion,1565,0.0445,1.7
2382,Negative for intraepithelial lesion,1543,0.0441,1.64
2383,Negative for intraepithelial lesion,23947,0.029,1.31
2384,Negative for intraepithelial lesion,19765,0.0157,1.31
2385,Negative for intraepithelial lesion,725,0.0736,0.69
2386,Negative for intraepithelial lesion,27805,0.0453,0.97
2388,Negative for intraepithelial lesion,213,0.0659,1.86
2389,Negative for intraepithelial lesion,13439,0.0142,1.71
2397,Negative for intraepithelial lesion,289,0.0789,0.5
2398,Negative for intraepithelial lesion,10132,0.0339,0.4
2399,Negative for intraepithelial lesion,271,0.0798,0.32
2400,Negative for intraepithelial lesion,932,0.0687,0.91
2401,Negative for intraepithelial lesion,710,0.0709,0.96
2402,Negative for intraepithelial lesion,40000,0.0631,-
2403,Negative for intraepithelial lesion,3553,0.0258,2.58
2404,Negative for intraepithelial lesion,8406,0.0206,2.1
2405,Negative for intraepithelial lesion,34243,0.036,0.56
2406,Negative for intraepithelial lesion,30575,0.0612,5.27
2407,Negative for intraepithelial lesion,221,0.0773,0.54
2412,Negative for intraepithelial lesion,344,0.0745,0.6
2413,Negative for intraepithelial lesion,1318,0.0567,1.31
2416,Negative for intraepithelial lesion,380,0.0751,0.49
2417,Negative for intraepithelial lesion,508,0.0634,1.51
2418,Negative for intraepithelial lesion,604,0.0758,0.37
2423,Negative for intraepithelial lesion,30343,0.0349,0.46
2424,Negative for intraepithelial lesion,25100,0.0284,1.86
2425,Negative for intraepithelial lesion,926,0.0719,0.69
2433,Negative for intraepithelial lesion,487,0.0757,0.51
2434,Negative for intraepithelial lesion,26998,0.0262,1.3
2435,Negative for intraepithelial lesion,1475,0.04,1.05
2436,Negative for intraepithelial lesion,314,0.0741,0.95
2437,Negative for intraepithelial lesion,232,0.0651,1.62
2438,Negative for intraepithelial lesion,458,0.0592,2.1
2439,Negative for intraepithelial lesion,915,0.0671,1.11
2440,Negative for intraepithelial lesion,652,0.0563,1.45
2441,Negative for intraepithelial lesion,1046,0.0696,0.91
2442,Negative for intraepithelial lesion,406,0.0715,1.06
2443,Negative for intraepithelial lesion,517,0.07,1.2
2450,Negative for intraepithelial lesion,544,0.0674,0.94
2451,Negative for intraepithelial lesion,827,0.0708,0.79
2452,Negative for intraepithelial lesion,20492,0.0262,1.51
2462,Negative for intraepithelial lesion,378,0.0747,0.81
2463,Negative for intraepithelial lesion,1522,0.0505,1.54
2464,Negative for intraepithelial lesion,4975,0.0219,2.32
2465,Negative for intraepithelial lesion,798,0.056,1.21
2466,Negative for intraepithelial lesion,362,0.074,0.88
2467,Negative for intraepithelial lesion,25841,0.0287,1.71
2468,Negative for intraepithelial lesion,547,0.0588,1.84
2469,Negative for intraepithelial lesion,4934,0.0203,1.25
2470,Negative for intraepithelial lesion,3418,0.0301,1.46
2471,Negative for intraepithelial lesion,831,0.0696,1.17
2472,Negative for intraepithelial lesion,329,0.0776,0.52
2473,Negative for intraepithelial lesion,6805,0.0173,3.06
2474,Negative for intraepithelial lesion,259,0.0785,0.35
2475,Negative for intraepithelial lesion,1125,0.0697,0.54
2476,Negative for intraepithelial lesion,812,0.07,0.69
2477,Negative for intraepithelial lesion,7048,0.0127,2.04
2478,Negative for intraepithelial lesion,455,0.076,0.36
2481,Negative for intraepithelial lesion,1655,0.031,1.69
2482,Negative for intraepithelial lesion,734,0.0719,1.12
2483,Negative for intraepithelial lesion,256,0.0754,0.39
2484,Negative for intraepithelial lesion,441,0.0753,0.93
2485,Negative for intraepithelial lesion,27097,0.0449,1.96
2486,Negative for intraepithelial lesion,227,0.077,0.89
2487,Negative for intraepithelial lesion,332,0.0783,0.26
2488,Negative for intraepithelial lesion,347,0.077,0.52
2489,Negative for intraepithelial lesion,3128,0.0199,1.83
2490,Negative for intraepithelial lesion,517,0.075,0.52
2491,Negative for intraepithelial lesion,21144,0.0218,0.94
2495,Negative for intraepithelial lesion,414,0.0734,0.99
2496,Negative for intraepithelial lesion,380,0.0702,1.3
2497,Negative for intraepithelial lesion,389,0.0747,0.8
2498,Negative for intraepithelial lesion,305,0.0746,0.89
2499,Negative for intraepithelial lesion,23693,0.0436,0.37
2500,Negative for intraepithelial lesion,359,0.0661,1.5
2501,Negative for intraepithelial lesion,21543,0.0298,0.79
2502,Negative for intraepithelial lesion,2629,0.0186,0.69
2511,Negative for intraepithelial lesion,1591,0.0488,1.21
2512,Negative for intraepithelial lesion,684,0.0656,1.1
2513,Negative for intraepithelial lesion,31679,0.0281,1.19
2514,Negative for intraepithelial lesion,17941,0.0192,0.45
2515,Negative for intraepithelial lesion,20356,0.007,0.91
2516,Negative for intraepithelial lesion,1125,0.0321,2.06
2523,Negative for intraepithelial lesion,1228,0.071,0.85
2524,Negative for intraepithelial lesion,2148,0.0262,0.82
2525,Negative for intraepithelial lesion,2206,0.0265,0.81
2526,Negative for intraepithelial lesion,1309,0.0531,1.01
2527,Negative for intraepithelial lesion,635,0.0691,0.93
2528,Negative for intraepithelial lesion,3939,0.0342,0.69
2529,Negative for intraepithelial lesion,2264,0.027,2.35
2530,Negative for intraepithelial lesion,2143,0.0329,1.1
2531,Negative for intraepithelial lesion,5741,0.0086,0.64
2532,Negative for intraepithelial lesion,16402,0.0171,1.35
2533,Negative for intraepithelial lesion,23511,0.0266,1.17
2534,Negative for intraepithelial lesion,24024,0.0273,1.51
2535,Negative for intraepithelial lesion,29410,0.0407,0.9
2536,Negative for intraepithelial lesion,19775,0.0261,1.34
2537,Negative for intraepithelial lesion,802,0.0732,0.59
2538,Negative for intraepithelial lesion,1924,0.042,1.84
2539,Negative for intraepithelial lesion,1072,0.0699,0.41
2540,Negative for intraepithelial lesion,979,0.0609,1.32
2541,Negative for intraepithelial lesion,919,0.0584,0.63
2542,Negative for intraepithelial lesion,1101,0.0429,2.49
2555,Negative for intraepithelial lesion,1759,0.0228,0.48
2556,Negative for intraepithelial lesion,1858,0.0226,0.36
2557,Negative for intraepithelial lesion,10589,0.0144,1.03
2558,Negative for intraepithelial lesion,18018,0.0256,1.08
2559,Negative for intraepithelial lesion,11134,0.0157,1.18
2560,Negative for intraepithelial lesion,792,0.0623,0.57
2561,Negative for intraepithelial lesion,754,0.0724,0.81
2562,Negative for intraepithelial lesion,717,0.0571,1.94
2574,Negative for intraepithelial lesion,578,0.0716,0.61
2575,Negative for intraepithelial lesion,1328,0.0702,0.96
2586,Negative for intraepithelial lesion,1440,0.0682,1.16
2587,Negative for intraepithelial lesion,741,0.0723,0.84
2588,Negative for intraepithelial lesion,4337,0.0249,1.26
2589,Negative for intraepithelial lesion,17771,0.0244,1.43
2590,Negative for intraepithelial lesion,14009,0.0239,0.72
2591,Negative for intraepithelial lesion,11845,0.0198,0.77
2592,Negative for intraepithelial lesion,16183,0.0114,0.56
2593,Negative for intraepithelial lesion,22188,0.0194,0.84
2594,Negative for intraepithelial lesion,15321,0.0251,0.71
2595,Negative for intraepithelial lesion,3282,0.0203,0.93
2596,Negative for intraepithelial lesion,13774,0.0098,0.73
2597,Negative for intraepithelial lesion,20020,0.0163,0.74
2598,Negative for intraepithelial lesion,16059,0.0095,1.03
2599,Negative for intraepithelial lesion,16713,0.019,1.3
2600,Negative for intraepithelial lesion,20987,0.0203,0.79
2601,Negative for intraepithelial lesion,1113,0.0472,1.25
2602,Negative for intraepithelial lesion,18666,0.0177,0.14
2603,Negative for intraepithelial lesion,14082,0.0218,0.99
2604,Negative for intraepithelial lesion,969,0.0693,1.04
2605,Negative for intraepithelial lesion,2291,0.0324,0.68
2606,Negative for intraepithelial lesion,793,0.0586,1.2
2607,Negative for intraepithelial lesion,8249,0.03,1.22
2608,Negative for intraepithelial lesion,2067,0.0309,1.73
2609,Negative for intraepithelial lesion,810,0.0565,0.63
2610,Negative for intraepithelial lesion,1942,0.0359,1.96
2611,Negative for intraepithelial lesion,736,0.0679,1.2
2612,Negative for intraepithelial lesion,2973,0.0408,0.91
2613,Negative for intraepithelial lesion,2190,0.0331,1.05
2614,Negative for intraepithelial lesion,2444,0.0367,1.0
2615,Negative for intraepithelial lesion,1872,0.0269,1.06
2616,Negative for intraepithelial lesion,10323,0.0345,1.22
2617,Negative for intraepithelial lesion,7823,0.0135,1.01
2618,Negative for intraepithelial lesion,8557,0.0178,1.06
2619,Negative for intraepithelial lesion,9969,0.0247,1.18
2620,Negative for intraepithelial lesion,10630,0.0125,1.37
2621,Negative for intraepithelial lesion,8563,0.0178,1.07
2622,Negative for intraepithelial lesion,1413,0.0496,1.4
2623,Negative for intraepithelial lesion,1383,0.0492,1.29
2624,Negative for intraepithelial lesion,3277,0.0205,1.28
2625,Negative for intraepithelial lesion,8169,0.0136,1.0
2626,Negative for intraepithelial lesion,1055,0.0703,0.66
2627,Negative for intraepithelial lesion,30622,0.0293,1.86
2628,Negative for intraepithelial lesion,953,0.0542,1.98
2629,Negative for intraepithelial lesion,1444,0.0686,0.54
2631,Negative for intraepithelial lesion,13064,0.0192,1.36
2632,Negative for intraepithelial lesion,5070,0.0351,1.78
2633,Negative for intraepithelial lesion,31565,0.0368,0.45
2634,Negative for intraepithelial lesion,826,0.0689,0.47
2635,Negative for intraepithelial lesion,5323,0.0071,1.25
2636,Negative for intraepithelial lesion,25522,0.0312,1.87
2637,Negative for intraepithelial lesion,34894,0.0178,0.71
2638,Negative for intraepithelial lesion,1502,0.041,1.41
2639,Negative for intraepithelial lesion,27107,0.0189,0.69
2640,Negative for intraepithelial lesion,666,0.0734,0.8
2641,Negative for intraepithelial lesion,921,0.0713,0.66
2642,Negative for intraepithelial lesion,19411,0.0485,0.97
2643,Negative for intraepithelial lesion,1490,0.0376,2.05
2644,Negative for intraepithelial lesion,1077,0.0695,1.14
2645,Negative for intraepithelial lesion,678,0.055,0.5
2646,Negative for intraepithelial lesion,1517,0.0315,2.11
2647,Negative for intraepithelial lesion,683,0.071,0.97
2648,Negative for intraepithelial lesion,1971,0.0517,0.77
2649,Negative for intraepithelial lesion,1470,0.0241,1.7
2650,Negative for intraepithelial lesion,886,0.0525,2.17
2651,Negative for intraepithelial lesion,2679,0.0211,2.72
2652,Negative for intraepithelial lesion,20498,0.0192,0.2
2653,Negative for intraepithelial lesion,398,0.0774,0.71
2654,Negative for intraepithelial lesion,4734,0.0383,1.61
2655,Negative for intraepithelial lesion,2028,0.0442,1.2
2656,Negative for intraepithelial lesion,4219,0.0323,1.56
2657,Negative for intraepithelial lesion,21822,0.0249,0.99
2658,Negative for intraepithelial lesion,1737,0.0296,3.66
2666,Negative for intraepithelial lesion,3636,0.0279,1.33
2667,Negative for intraepithelial lesion,2620,0.026,2.49
2668,Negative for intraepithelial lesion,1485,0.0492,0.61
2669,Negative for intraepithelial lesion,646,0.073,0.75
2670,Negative for intraepithelial lesion,1153,0.0627,0.66
2671,Negative for intraepithelial lesion,3257,0.0248,1.79
2672,Negative for intraepithelial lesion,3834,0.0247,1.73
2673,Negative for intraepithelial lesion,883,0.0551,1.59
2674,Negative for intraepithelial lesion,2677,0.0231,0.4
2675,Negative for intraepithelial lesion,762,0.0654,0.92
2676,Negative for intraepithelial lesion,8084,0.0197,0.62
2677,Negative for intraepithelial lesion,5008,0.0124,1.0
2678,Negative for intraepithelial lesion,994,0.0597,1.2
2679,Negative for intraepithelial lesion,3095,0.0343,1.4
2680,Negative for intraepithelial lesion,1584,0.0675,0.95
2681,Negative for intraepithelial lesion,1734,0.0721,0.75
2682,Negative for intraepithelial lesion,1019,0.0672,1.1
2683,Negative for intraepithelial lesion,1949,0.0503,1.78
2684,Negative for intraepithelial lesion,1704,0.0463,1.76
2685,Negative for intraepithelial lesion,802,0.0629,0.71
2686,Negative for intraepithelial lesion,1555,0.0473,1.3
2687,Negative for intraepithelial lesion,3790,0.0142,2.04
2688,Negative for intraepithelial lesion,885,0.0674,0.9
2689,Negative for intraepithelial lesion,3576,0.0163,1.8
2690,Negative for intraepithelial lesion,2330,0.0378,0.6
2691,Negative for intraepithelial lesion,2131,0.0248,2.6
2692,Negative for intraepithelial lesion,1081,0.0605,1.26
2693,Negative for intraepithelial lesion,5295,0.0128,2.32
2694,Negative for intraepithelial lesion,6535,0.0148,1.76
2695,Negative for intraepithelial lesion,5399,0.0215,1.3
2696,Negative for intraepithelial lesion,7438,0.0136,1.93
2697,Negative for intraepithelial lesion,6608,0.0147,1.98
2698,Negative for intraepithelial lesion,10619,0.0184,1.02
2699,Negative for intraepithelial lesion,12888,0.0108,1.18
2700,Negative for intraepithelial lesion,1325,0.0683,0.94
2701,Negative for intraepithelial lesion,3258,0.0167,0.87
2702,Negative for intraepithelial lesion,547,0.058,1.88
2703,Negative for intraepithelial lesion,435,0.0449,1.47
2704,Negative for intraepithelial lesion,3448,0.0294,1.0
2705,Negative for intraepithelial lesion,3417,0.0286,1.02
2706,Negative for intraepithelial lesion,1265,0.0351,2.74
2707,Negative for intraepithelial lesion,23963,0.0142,0.77
2708,Negative for intraepithelial lesion,29842,0.0121,0.48
2709,Negative for intraepithelial lesion,23763,0.0124,0.44
2710,Negative for intraepithelial lesion,489,0.0681,1.28
2711,Negative for intraepithelial lesion,1449,0.0433,1.83
2712,Negative for intraepithelial lesion,1526,0.046,1.79
2713,Negative for intraepithelial lesion,4844,0.0133,1.04
2714,Negative for intraepithelial lesion,17750,0.0323,2.07
2718,Negative for intraepithelial lesion,2705,0.021,2.54
2719,Negative for intraepithelial lesion,583,0.0736,1.14
2720,Negative for intraepithelial lesion,524,0.0679,1.1
2721,Negative for intraepithelial lesion,1047,0.0251,1.33
2722,Negative for intraepithelial lesion,1492,0.0448,0.6
2723,Negative for intraepithelial lesion,2636,0.0517,0.96
2724,Negative for intraepithelial lesion,2652,0.0522,0.98
2725,Negative for intraepithelial lesion,3240,0.0386,1.25
2726,Negative for intraepithelial lesion,1684,0.0585,1.33
2727,Negative for intraepithelial lesion,12992,0.0356,1.09
2728,Negative for intraepithelial lesion,753,0.0692,0.69
2729,Negative for intraepithelial lesion,1078,0.0579,1.24
2730,Negative for intraepithelial lesion,11948,0.0344,1.18
2731,Negative for intraepithelial lesion,6191,0.0395,2.32
2732,Negative for intraepithelial lesion,19165,0.0373,2.9
2739,Negative for intraepithelial lesion,980,0.0739,0.69
2740,Negative for intraepithelial lesion,547,0.0555,2.3
2741,Negative for intraepithelial lesion,1434,0.0664,0.71
2742,Negative for intraepithelial lesion,1053,0.0546,1.79
2743,Negative for intraepithelial lesion,457,0.0682,1.51
2744,Negative for intraepithelial lesion,5662,0.0194,3.71
2745,Negative for intraepithelial lesion,1092,0.0705,0.88
2751,Negative for intraepithelial lesion,610,0.0571,2.15
2752,Negative for intraepithelial lesion,20963,0.0458,2.91
2757,Negative for intraepithelial lesion,1174,0.0711,1.07
2758,Negative for intraepithelial lesion,528,0.0697,1.2
2759,Negative for intraepithelial lesion,297,0.076,0.44
2760,Negative for intraepithelial lesion,689,0.0666,1.3
2761,Negative for intraepithelial lesion,482,0.0676,1.35
2762,Negative for intraepithelial lesion,813,0.069,0.98
2763,Negative for intraepithelial lesion,654,0.0664,1.4
2765,Negative for intraepithelial lesion,1628,0.0671,1.04
2766,Negative for intraepithelial lesion,19060,0.0206,1.26
2767,Negative for intraepithelial lesion,25965,0.0245,0.82
2769,Negative for intraepithelial lesion,19951,0.0154,0.85
2770,Negative for intraepithelial lesion,1072,0.0719,0.53
2774,Negative for intraepithelial lesion,1169,0.0708,1.0
2775,Negative for intraepithelial lesion,813,0.0727,0.82
2776,Negative for intraepithelial lesion,673,0.0764,0.6
2777,Negative for intraepithelial lesion,15399,0.0206,0.85
2778,Negative for intraepithelial lesion,18496,0.0269,0.65
2779,Negative for intraepithelial lesion,1052,0.0745,0.37
2780,Negative for intraepithelial lesion,324,0.0732,1.04
2781,Negative for intraepithelial lesion,1334,0.0698,1.14
2782,Negative for intraepithelial lesion,13521,0.0106,1.18
2783,Negative for intraepithelial lesion,884,0.0708,0.91
2784,Negative for intraepithelial lesion,795,0.0711,1.13
2785,Negative for intraepithelial lesion,9489,0.0247,0.35
2786,Negative for intraepithelial lesion,12150,0.0066,0.93
2796,Negative for intraepithelial lesion,811,0.0706,1.08
2797,Negative for intraepithelial lesion,845,0.0714,0.99
2798,Negative for intraepithelial lesion,1850,0.0545,1.67
2799,Negative for intraepithelial lesion,2218,0.0613,1.5
2800,Negative for intraepithelial lesion,660,0.0466,2.81
2801,Negative for intraepithelial lesion,922,0.0689,1.17
2802,Negative for intraepithelial lesion,3169,0.0361,2.8
2803,Negative for intraepithelial lesion,789,0.0686,1.06
2804,Negative for intraepithelial lesion,972,0.0711,0.62
2809,Negative for intraepithelial lesion,947,0.0694,1.06
2810,Negative for intraepithelial lesion,9607,0.0212,0.68
2811,Negative for intraepithelial lesion,8669,0.0239,1.63
2812,Negative for intraepithelial lesion,5835,0.0196,1.67
2813,Negative for intraepithelial lesion,12399,0.0276,1.21
2814,Negative for intraepithelial lesion,14732,0.016,1.35
2815,Negative for intraepithelial lesion,8139,0.0189,1.35
2816,Negative for intraepithelial lesion,10516,0.0115,1.29
2817,Negative for intraepithelial lesion,17840,0.0226,0.98
2818,Negative for intraepithelial lesion,17966,0.0183,0.69
2819,Negative for intraepithelial lesion,9439,0.0162,0.93
2820,Negative for intraepithelial lesion,9939,0.0127,0.71
2821,Negative for intraepithelial lesion,2556,0.0319,1.12
2822,Negative for intraepithelial lesion,282,0.0798,0.39
2823,Negative for intraepithelial lesion,314,0.0733,0.51
2824,Negative for intraepithelial lesion,2094,0.0112,2.65
2825,Negative for intraepithelial lesion,5552,0.0152,1.48
2826,Negative for intraepithelial lesion,1101,0.0707,0.69
2828,Negative for intraepithelial lesion,778,0.0707,0.97
2829,Negative for intraepithelial lesion,1106,0.0724,0.79
2830,Negative for intraepithelial lesion,978,0.0666,0.92
2831,Negative for intraepithelial lesion,1318,0.0606,0.42
2832,Negative for intraepithelial lesion,1463,0.036,1.22
2833,Negative for intraepithelial lesion,1007,0.0623,1.75
2834,Negative for intraepithelial lesion,915,0.068,1.3
2835,Negative for intraepithelial lesion,454,0.0754,0.32
2836,Negative for intraepithelial lesion,1176,0.048,2.0
2837,Negative for intraepithelial lesion,972,0.0661,1.26
2838,Negative for intraepithelial lesion,3596,0.018,2.4
2839,Negative for intraepithelial lesion,1158,0.0727,0.79
2840,Negative for intraepithelial lesion,599,0.0733,0.7
2841,Negative for intraepithelial lesion,3120,0.0211,1.03
2842,Negative for intraepithelial lesion,1153,0.0685,0.83
2843,Negative for intraepithelial lesion,805,0.072,0.65
2844,Negative for intraepithelial lesion,593,0.074,0.45
2845,Negative for intraepithelial lesion,647,0.0607,1.78
2846,Negative for intraepithelial lesion,20450,0.0178,0.79
2847,Negative for intraepithelial lesion,26603,0.0251,1.37
2848,Negative for intraepithelial lesion,25241,0.0284,0.99
2849,Negative for intraepithelial lesion,27208,0.0425,1.67
2850,Negative for intraepithelial lesion,24069,0.0207,1.14
2851,Negative for intraepithelial lesion,2076,0.0175,1.54
2852,Negative for intraepithelial lesion,1158,0.063,0.71
2853,Negative for intraepithelial lesion,368,0.0735,0.78
2854,Negative for intraepithelial lesion,27163,0.0316,0.98
2855,Negative for intraepithelial lesion,945,0.072,0.58
2856,Negative for intraepithelial lesion,21186,0.0253,1.58
2863,Negative for intraepithelial lesion,631,0.0718,0.24
2864,Negative for intraepithelial lesion,568,0.0732,0.61
2865,Negative for intraepithelial lesion,879,0.0711,0.75
2866,Negative for intraepithelial lesion,375,0.0555,2.4
2867,Negative for intraepithelial lesion,276,0.0766,0.67
2868,Negative for intraepithelial lesion,372,0.076,0.75
2871,Negative for intraepithelial lesion,16360,0.0303,0.97
2872,Negative for intraepithelial lesion,511,0.0752,0.73
2873,Negative for intraepithelial lesion,3097,0.0167,1.39
2876,Negative for intraepithelial lesion,1006,0.064,0.79
2877,Negative for intraepithelial lesion,739,0.032,1.91
2878,Negative for intraepithelial lesion,1433,0.0549,0.79
2879,Negative for intraepithelial lesion,874,0.0673,0.89
2881,Negative for intraepithelial lesion,980,0.0547,1.08
2882,Negative for intraepithelial lesion,973,0.0676,1.27
2883,Negative for intraepithelial lesion,1175,0.0549,2.05
2884,Negative for intraepithelial lesion,4010,0.0256,1.49
2885,Negative for intraepithelial lesion,18496,0.0182,1.32
2886,Negative for intraepithelial lesion,8993,0.0395,1.58
2887,Negative for intraepithelial lesion,11416,0.0308,0.95
2889,Negative for intraepithelial lesion,10297,0.0175,0.24
2890,Negative for intraepithelial lesion,8208,0.0153,0.5
2891,Negative for intraepithelial lesion,3320,0.0119,1.36
2892,Negative for intraepithelial lesion,15495,0.0096,1.03
2893,Negative for intraepithelial lesion,3218,0.0187,2.42
2894,Negative for intraepithelial lesion,18071,0.0141,2.13
2895,Negative for intraepithelial lesion,7175,0.0195,3.34
2896,Negative for intraepithelial lesion,1178,0.0657,1.18
2897,Negative for intraepithelial lesion,19379,0.0165,0.57
2899,Negative for intraepithelial lesion,635,0.0587,1.33
2900,Negative for intraepithelial lesion,1221,0.0711,0.87
2901,Negative for intraepithelial lesion,935,0.0674,1.13
2902,Negative for intraepithelial lesion,976,0.0656,1.33
2903,Negative for intraepithelial lesion,4525,0.0222,1.07
2904,Negative for intraepithelial lesion,656,0.0697,0.68
2905,Negative for intraepithelial lesion,6469,0.0119,0.84
2906,Negative for intraepithelial lesion,1925,0.0423,2.2
2907,Negative for intraepithelial lesion,850,0.0677,0.68
2908,Negative for intraepithelial lesion,1958,0.0678,0.76
2910,Negative for intraepithelial lesion,28715,0.0251,0.79
2911,Negative for intraepithelial lesion,13064,0.0128,0.84
2912,Negative for intraepithelial lesion,32125,0.0231,0.6
2913,Negative for intraepithelial lesion,1691,0.0289,1.24
2914,Negative for intraepithelial lesion,23920,0.0206,1.03
2915,Negative for intraepithelial lesion,20861,0.017,1.48
2916,Negative for intraepithelial lesion,13332,0.0189,1.7
2917,Negative for intraepithelial lesion,15323,0.014,1.95
2918,Negative for intraepithelial lesion,10975,0.0214,2.05
2919,Negative for intraepithelial lesion,8380,0.0117,1.9
2920,Negative for intraepithelial lesion,1781,0.0375,1.23
2921,Negative for intraepithelial lesion,3596,0.018,2.44
2922,Negative for intraepithelial lesion,823,0.0617,1.75
2923,Negative for intraepithelial lesion,813,0.0622,1.31
2924,Negative for intraepithelial lesion,1692,0.0664,1.03
2925,Negative for intraepithelial lesion,1658,0.0722,0.85
2926,Negative for intraepithelial lesion,1075,0.0705,0.89
2927,Negative for intraepithelial lesion,5771,0.0129,1.34
2928,Negative for intraepithelial lesion,613,0.0598,1.66
2933,Negative for intraepithelial lesion,569,0.0606,1.66
2934,Negative for intraepithelial lesion,4803,0.0095,1.31
2935,Negative for intraepithelial lesion,1023,0.0652,0.96
2936,Negative for intraepithelial lesion,2118,0.0335,0.92
2937,Negative for intraepithelial lesion,2346,0.0221,1.1
2938,Negative for intraepithelial lesion,5015,0.0324,1.95
2941,Negative for intraepithelial lesion,5789,0.0369,1.41
2942,Negative for intraepithelial lesion,1425,0.0526,0.86
2943,Negative for intraepithelial lesion,3302,0.0166,3.1
2944,Negative for intraepithelial lesion,22367,0.0143,0.36
2945,Negative for intraepithelial lesion,21316,0.021,1.76
2949,Negative for intraepithelial lesion,26394,0.0365,2.0
2950,Negative for intraepithelial lesion,997,0.0614,1.31
2951,Negative for intraepithelial lesion,16548,0.0118,1.0
2952,Negative for intraepithelial lesion,453,0.073,0.7
2953,Negative for intraepithelial lesion,1715,0.0112,3.59
2954,Negative for intraepithelial lesion,21385,0.0236,1.26
2955,Negative for intraepithelial lesion,1343,0.0506,2.26
2956,Negative for intraepithelial lesion,251,0.0799,0.6
2957,Negative for intraepithelial lesion,935,0.0626,1.62
2958,Negative for intraepithelial lesion,572,0.0736,0.87
2959,Negative for intraepithelial lesion,5277,0.014,1.81
